station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Devons Road,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,8,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,94,0,0,7,0,0,0,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1385
Dollis Hill,0,0,4,13,13,0,0,0,0,18,5,1,1,45,5,82,17,6,0,6,0,0,0,1,0,6,8,19,6,0,46,0,2,2,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,13,23,44,14,9,0,3,0,0,1,0,28,17,0,0,0,0,0,1,4,0,0,3,3,0,0,0,1,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,12,4,0,3,0,3,2,0,21,0,12,0,0,21,0,0,0,32,23,0,40,0,30,0,13,0,0,8,0,1,0,10,0,1,16,0,0,0,22,49,2,0,10,0,0,0,0,0,23,0,0,0,0,0,0,3,13,0,0,0,0,1,2,0,0,0,11,0,45,2,1,40,6,5,0,0,0,1,1,0,0,7,1,0,0,0,3,0,0,6,7,0,0,2,37,0,0,0,60,8,15,6,4,6,0,0,20,0,2,0,3,0,0,68,38,0,0,0,3,3,0,14,16,0,16,6,0,1,35,2,0,0,65,0,0,1,0,0,7,1,0,2,0,11,3,2,0,12,0,26,0,5,81,44,0,5,0,0,0,29,11,1,2,0,0,5,0,0,5,0,0,3,5,4,2,0,0,13,8,2,0,0,0,0,3,0,1,0,2,13,0,14,0,0,20,1,0,0,16,0,0,0,0,2,24,0,0,0,0,2,0,0,2,1,19,0,23,23,23,0,0,4,0,4,4,0,0,45,0,0,1,0,0,20,0,14,0,0,2,5,38,6,1,0,14,0,0,4,2,0,0,1,0,2,6,24,51,8,0,0,0,0,0,34,4,37,2,0,0,0,62,0,11,0,0,7,57,1,0,3,0,0,4,0,28,12,0,22,42,17,7,1,4,4,0,1,0,0,0,2543
Ealing Broadway,0,0,227,57,57,0,40,2,0,67,21,6,5,136,29,371,68,30,2,77,17,0,0,3,23,28,35,85,19,0,194,32,41,7,0,11,5,0,42,0,13,0,0,0,2,5,0,0,20,0,0,0,58,111,217,70,42,0,5,0,0,0,16,122,70,2,0,0,0,106,0,21,0,0,15,15,0,2,14,8,48,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,10,0,210,116,86,11,13,0,28,8,6,82,0,56,2,0,91,0,0,2,136,76,1,154,14,36,0,48,0,0,69,0,4,0,87,16,15,66,0,0,1,71,218,29,0,143,0,0,0,0,2,360,19,0,64,0,0,0,13,38,0,19,0,22,11,52,14,0,6,88,0,146,9,5,169,51,18,0,0,3,19,23,10,0,37,5,0,0,0,15,10,0,0,33,0,0,27,23,0,0,0,215,10,86,44,18,36,0,29,85,0,10,0,12,0,0,289,180,0,0,4,0,13,0,63,81,0,54,27,6,0,144,10,33,0,9,0,0,4,216,0,35,0,0,49,16,22,0,0,0,100,3,101,18,25,329,203,118,46,0,0,20,122,60,0,8,0,0,6,0,0,39,0,0,5,40,73,10,0,2,42,89,0,0,0,0,0,18,0,5,4,8,52,0,55,0,0,195,16,0,0,101,4,0,45,0,12,183,0,0,7,0,11,5,0,19,6,86,0,123,42,101,43,0,8,0,17,19,0,0,188,0,0,11,12,0,28,0,63,0,1,12,30,160,22,3,0,62,8,0,82,9,5,3,4,0,11,33,127,265,27,0,0,3,0,0,145,0,170,7,0,0,0,45,124,99,0,1,31,57,4,0,39,4,0,28,0,132,163,0,100,11,0,51,9,16,41,0,5,0,6,0,12850
Ealing Common,0,0,92,8,8,0,8,0,0,9,3,1,1,20,4,54,9,4,0,14,2,0,0,0,3,4,5,13,3,0,25,5,8,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,0,8,17,32,10,6,0,1,0,0,0,2,18,11,0,0,0,0,27,0,3,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,20,8,0,2,0,4,1,0,12,0,8,0,0,14,0,0,0,19,11,0,21,2,5,0,7,0,0,11,0,0,0,14,0,3,9,0,0,0,10,34,3,0,27,0,0,0,0,0,66,3,0,0,0,0,0,0,6,0,3,0,2,2,4,0,0,0,14,0,20,0,1,24,6,3,0,0,0,3,4,2,0,6,1,0,0,0,2,0,0,0,5,0,0,5,3,0,2,0,30,1,14,7,3,0,0,5,13,0,1,0,0,0,0,42,27,0,0,0,2,2,0,10,10,0,8,4,0,1,21,0,5,0,0,0,0,0,19,24,5,0,0,10,2,3,2,1,0,13,0,14,3,4,46,30,31,7,0,0,0,19,9,0,1,0,0,1,0,0,6,0,0,1,0,14,2,0,0,6,15,1,0,0,0,0,3,0,1,0,1,8,0,8,0,0,21,0,0,0,16,0,0,10,0,2,30,0,0,0,0,0,0,0,3,1,13,0,19,6,15,9,0,1,0,2,3,0,0,27,0,0,2,2,0,4,0,10,0,0,2,4,22,3,0,0,9,0,0,18,1,1,0,0,0,2,5,20,42,4,0,0,0,0,0,20,0,26,1,0,0,0,7,8,16,0,0,4,0,1,0,7,0,0,5,0,20,17,0,14,0,0,8,1,2,7,0,0,0,0,0,2004
Earl's Court,0,0,16,27,27,0,4,0,0,32,9,2,2,72,13,190,30,10,1,121,16,0,0,1,10,14,15,49,7,0,119,17,5,2,0,4,2,0,21,0,5,0,0,0,1,2,0,0,9,0,0,0,29,51,90,26,23,0,1,0,0,1,8,70,49,0,0,0,0,16,1,11,0,0,8,7,0,1,5,3,33,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,21,7,0,15,4,4,0,25,1,2,48,0,32,1,0,62,0,0,1,75,36,0,70,5,14,0,20,0,0,158,0,1,0,338,6,9,38,0,0,0,35,190,5,0,34,0,0,0,0,1,284,8,0,8,12,0,0,4,6,0,3,0,2,2,5,5,0,2,230,0,64,4,1,103,41,8,0,0,1,3,3,2,0,38,1,0,0,0,8,4,0,95,15,0,3,6,8,0,7,0,111,3,104,20,11,28,0,14,61,0,4,0,4,0,0,141,101,0,0,1,9,5,0,35,52,0,30,11,2,0,70,4,17,0,3,0,0,1,21,3,14,1,2,5,3,4,2,1,0,121,1,46,3,13,219,132,8,72,0,0,3,93,44,1,3,0,0,1,0,0,44,13,0,1,40,35,1,0,1,25,21,1,0,0,0,0,9,0,1,1,1,30,0,20,0,0,165,9,0,0,126,1,0,5,0,2,382,0,0,1,0,0,2,0,13,2,53,0,99,19,53,14,0,2,0,7,11,0,5,70,0,0,1,1,0,12,0,39,0,0,5,12,99,8,1,0,30,3,0,20,3,1,1,1,0,4,5,84,246,9,0,0,1,0,0,84,12,113,1,0,0,6,11,4,647,0,0,12,20,1,0,115,1,0,12,0,97,69,0,44,4,28,27,6,6,21,0,1,0,2,0,8412
East Acton,0,0,9,11,11,0,0,0,0,13,4,1,0,30,5,72,0,5,0,11,0,0,0,0,4,5,6,17,3,0,44,6,0,1,0,2,0,0,7,0,2,0,0,0,0,1,0,0,4,0,0,0,12,20,38,12,0,0,1,0,0,0,3,25,15,0,0,0,0,6,0,4,0,0,3,3,0,0,2,1,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,29,6,28,0,2,2,0,6,0,1,19,0,10,0,0,19,0,0,0,28,16,0,30,2,7,0,9,0,0,16,0,1,0,19,3,2,14,0,0,0,15,46,5,0,0,0,0,0,0,0,40,4,0,15,0,0,0,0,0,0,2,0,0,0,3,2,0,1,24,0,28,2,0,35,17,3,0,0,0,2,2,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,43,1,17,6,3,9,0,3,18,0,2,0,2,0,0,55,34,0,0,1,4,2,0,0,19,0,12,5,0,0,27,2,7,0,2,0,0,1,103,0,6,0,0,3,3,2,1,0,0,30,1,19,1,5,73,48,0,10,0,0,4,26,11,1,1,0,0,1,0,0,8,0,0,1,11,0,1,0,0,9,8,0,0,0,0,0,4,0,0,1,0,11,0,10,0,0,75,0,0,0,21,1,0,0,0,1,39,0,0,1,0,0,1,0,4,1,16,0,23,8,20,0,0,1,0,3,3,0,0,32,0,0,0,0,0,5,0,13,0,0,2,5,34,4,0,0,12,1,0,0,2,1,0,1,0,2,4,23,52,5,0,0,1,0,0,31,0,33,0,0,0,4,7,8,25,0,0,5,11,0,0,7,1,0,5,0,25,92,0,18,2,0,9,2,3,0,0,1,0,1,0,2362
East Finchley,0,0,7,36,36,0,0,0,0,51,66,0,3,71,13,221,49,15,0,13,0,0,0,2,23,15,21,48,11,0,104,17,3,0,0,6,4,0,19,0,7,0,0,0,0,4,0,0,15,0,0,0,70,57,116,36,25,0,0,0,0,0,18,75,42,0,0,0,0,6,0,9,0,0,7,7,0,0,10,3,29,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,13,0,27,7,0,7,0,8,0,4,35,0,30,0,0,54,0,0,0,118,0,0,114,90,16,0,33,0,0,17,0,2,0,24,13,2,48,0,0,0,43,118,4,0,14,0,0,0,0,1,49,18,0,5,8,0,0,0,7,0,3,0,0,2,4,10,0,11,24,0,105,69,0,106,12,13,0,0,0,2,3,1,0,17,0,0,0,0,8,3,0,0,57,0,0,3,9,0,0,0,176,0,36,11,10,13,0,6,53,0,6,0,6,0,0,189,97,0,0,0,6,8,0,36,37,0,25,16,23,1,98,4,35,0,0,0,0,2,11,0,19,0,0,3,2,5,2,0,0,26,0,72,2,13,197,74,5,12,0,0,2,71,27,1,5,0,0,2,0,0,10,13,0,0,12,8,1,0,1,0,12,2,0,0,0,0,6,0,0,0,0,38,0,34,0,0,36,3,0,0,38,2,0,3,0,0,59,0,0,0,0,5,3,0,5,4,47,0,58,21,60,4,0,0,0,10,9,0,4,106,0,0,1,0,0,14,0,36,0,0,5,13,103,13,7,0,36,17,0,6,6,2,0,0,0,6,6,58,123,16,0,0,2,0,0,111,8,94,0,0,0,0,15,0,23,0,5,17,0,0,0,7,0,0,8,0,69,22,0,61,4,17,15,3,10,8,0,2,0,20,0,5838
East Ham,0,0,8,0,68,0,3,0,0,47,11,4,3,58,16,328,60,309,3,12,4,0,0,14,12,26,52,63,0,0,78,25,0,5,0,28,3,0,23,0,45,0,0,0,2,3,0,0,12,0,0,0,31,122,382,228,36,0,2,0,0,0,9,77,38,0,0,2,0,6,0,11,0,0,8,8,0,1,7,4,26,0,0,0,0,0,0,0,11,21,0,0,5,0,0,0,4,13,4,25,6,6,0,0,7,1,3,30,0,39,4,0,53,0,0,2,72,40,2,126,7,15,0,36,0,0,16,0,6,0,22,8,2,34,0,0,1,34,96,4,0,14,0,0,0,0,3,47,10,0,5,7,0,0,4,8,0,3,0,2,2,5,7,0,3,21,0,119,5,0,98,10,11,0,0,6,2,3,1,0,14,0,0,0,0,10,3,0,10,17,0,0,3,9,0,5,0,131,4,31,10,11,10,0,6,44,0,25,0,24,0,0,292,143,0,0,5,6,9,0,52,29,0,21,61,3,0,138,6,18,0,4,0,0,5,11,0,81,1,2,3,2,5,3,2,0,22,2,90,2,16,145,65,5,11,0,0,2,61,26,1,65,0,0,2,0,0,10,10,0,2,10,8,2,0,3,19,13,2,0,0,0,0,5,0,0,0,0,30,0,46,0,0,32,3,0,0,35,7,0,3,0,1,52,0,0,1,0,6,9,0,5,4,57,0,59,18,77,4,0,3,0,30,11,0,3,617,0,0,0,1,0,12,0,41,0,1,6,16,81,21,1,0,64,4,0,6,6,9,6,23,0,211,7,56,112,30,0,0,6,0,0,71,7,102,2,0,0,5,16,2,22,0,1,163,22,0,0,7,0,0,7,0,69,20,0,143,4,14,15,3,11,7,0,7,0,3,0,7898
East India,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,2,1,0,0,0,0,0,0,93,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,9,5,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,26,0,0,7,0,0,0,0,29,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,157,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,14,0,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1757
East Putney,0,0,13,24,24,0,4,0,0,27,8,2,2,55,0,162,27,11,1,34,8,0,0,1,9,12,14,40,7,0,82,0,5,2,0,4,0,0,19,0,5,0,0,0,1,2,0,0,8,0,0,0,24,48,89,27,19,0,1,0,0,0,7,55,35,0,0,0,0,11,0,0,0,0,0,0,0,1,5,0,24,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,18,6,90,11,4,5,0,0,1,2,34,0,26,1,0,45,0,0,0,58,30,0,63,5,13,0,19,0,0,106,0,2,0,59,6,5,29,0,0,0,28,115,5,0,25,0,0,0,0,1,116,8,0,8,10,0,0,4,6,0,3,0,2,2,5,5,0,2,56,0,59,4,1,77,20,7,0,0,1,3,3,2,0,20,1,0,0,0,7,4,0,0,13,0,3,5,8,0,5,0,91,3,49,14,9,16,0,9,42,0,4,0,4,0,0,124,83,0,0,1,7,5,0,29,34,0,22,11,2,0,62,0,14,0,3,0,0,1,17,2,14,0,2,5,3,4,2,0,0,47,0,41,2,0,149,86,7,107,0,0,3,62,30,0,3,0,0,0,0,0,219,11,0,1,0,18,2,0,1,18,0,2,0,0,0,0,7,0,0,1,1,23,0,21,0,0,78,5,0,0,58,1,0,4,0,2,116,1,0,1,0,0,2,0,82,2,41,0,64,16,44,8,0,2,0,7,9,0,5,73,0,0,1,1,0,11,0,30,0,0,0,0,72,8,0,0,27,3,0,12,3,2,0,1,0,4,6,62,143,10,0,0,1,0,0,63,9,83,0,0,0,6,12,0,97,0,0,12,20,0,0,21,1,0,9,0,66,42,0,41,4,23,78,21,6,13,0,0,0,0,0,5442
Eastcote,0,0,12,14,14,0,9,1,0,16,5,0,0,32,0,84,17,8,0,10,0,0,0,0,0,0,9,19,6,0,38,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,13,26,54,18,10,0,3,0,0,2,0,26,15,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,20,6,17,0,0,3,0,5,0,0,17,0,12,0,0,20,0,0,0,0,18,0,38,0,13,0,13,0,0,11,0,0,0,13,0,0,0,0,0,0,17,43,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,54,0,3,0,2,2,5,0,0,0,13,0,40,2,9,36,0,5,0,0,0,3,3,2,0,6,11,0,0,0,3,0,0,0,8,0,0,4,10,0,0,0,52,7,15,7,4,0,0,4,18,0,3,0,0,0,0,69,40,0,0,0,0,4,0,14,14,0,12,7,0,0,35,3,7,0,6,0,0,0,0,3,9,4,0,5,0,26,8,5,0,13,0,26,2,0,67,36,12,7,0,0,0,26,11,5,0,0,0,6,0,0,7,0,0,3,5,8,34,0,0,0,14,4,0,0,0,0,3,0,24,0,59,12,0,15,0,0,0,2,0,0,17,0,0,4,0,14,29,0,0,0,0,0,0,0,4,0,18,0,23,13,23,4,0,5,0,0,4,0,0,53,0,0,7,4,0,10,0,14,0,0,3,7,33,6,0,0,14,0,0,7,3,0,0,0,0,0,43,25,48,9,0,0,0,0,0,30,4,36,4,0,0,0,39,0,15,0,0,8,21,7,0,5,0,0,4,0,26,0,0,24,6,12,10,2,4,6,0,0,0,0,0,2522
Edgware,0,0,5,22,22,0,0,0,0,28,10,0,2,41,9,134,28,12,0,9,0,0,0,0,17,10,14,29,8,0,57,11,0,3,0,4,10,0,13,0,5,0,0,0,0,67,0,0,8,0,0,0,30,38,80,26,15,0,0,0,0,0,10,43,24,0,0,0,0,0,0,6,0,0,4,5,0,0,79,3,17,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,9,0,17,5,5,5,0,5,0,0,21,0,19,0,0,31,0,0,0,57,0,0,64,7,0,0,20,0,0,11,0,2,0,15,23,0,25,0,0,0,24,67,3,0,10,0,0,0,0,1,34,17,0,4,0,0,0,0,0,0,2,0,0,2,4,38,0,3,15,0,61,5,0,59,7,8,0,0,0,2,2,1,0,10,0,0,0,0,5,0,0,0,17,0,0,2,0,0,0,0,90,0,21,7,6,8,0,4,29,0,4,0,5,0,0,113,61,0,0,0,0,5,0,22,21,0,15,11,0,0,58,3,16,0,0,0,0,1,8,0,13,0,0,0,2,0,0,0,0,16,1,42,0,9,105,46,0,8,0,0,0,40,17,0,3,0,0,0,0,0,7,0,0,0,7,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,24,0,0,0,23,0,0,2,0,0,37,0,0,0,0,3,2,0,4,3,28,0,35,0,36,3,0,0,0,7,6,0,0,75,0,0,0,0,0,0,0,21,0,0,4,9,55,9,1,0,23,4,0,4,4,0,0,0,0,4,0,37,73,11,0,0,0,0,0,56,0,56,0,0,0,0,0,0,15,0,0,12,0,0,0,5,0,0,5,0,40,15,0,39,0,0,11,2,7,5,0,0,0,3,0,3407
Edgware Road,0,0,3,10,10,0,1,0,0,19,3,1,1,183,3,69,16,3,0,5,5,0,0,0,4,4,6,17,3,0,74,5,1,1,0,2,1,0,5,0,2,0,0,0,0,1,0,0,5,0,0,0,13,16,28,8,8,0,0,0,0,0,3,29,19,0,0,0,0,2,0,3,0,0,2,2,0,0,2,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,13,3,1,1,0,3,0,1,0,0,10,0,0,23,0,0,0,37,41,0,40,2,10,0,9,0,0,7,0,0,0,12,2,1,18,0,0,0,51,61,1,0,5,0,0,0,0,0,24,3,0,2,3,0,0,1,2,0,1,0,0,0,1,2,0,1,15,0,34,1,0,44,8,4,0,0,0,1,1,0,0,8,0,0,0,0,3,2,0,5,6,0,1,1,5,0,5,0,80,1,15,10,4,0,0,5,24,0,1,0,1,0,0,57,32,0,0,0,8,2,0,12,22,0,132,4,1,0,31,1,8,0,1,0,0,0,4,0,4,0,1,1,1,1,1,0,0,21,0,23,1,4,130,318,1,4,0,0,1,37,10,0,1,0,0,1,0,0,4,8,0,0,7,4,0,0,0,30,4,0,0,0,0,0,11,0,0,0,0,15,0,8,0,0,21,2,0,0,14,0,0,1,0,0,23,0,0,0,0,1,1,0,2,1,17,0,22,18,21,2,0,1,0,3,3,0,1,24,0,0,0,0,0,9,0,14,0,0,1,3,50,3,0,0,11,1,0,3,1,0,0,0,0,1,1,20,53,3,0,0,0,0,0,42,14,37,0,0,0,2,5,1,11,0,0,4,13,0,0,3,0,0,9,0,28,11,0,16,2,7,4,1,2,5,0,0,0,1,0,2834
