station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Stoke Newington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,2,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,36,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,1098
Stonebridge Park,0,4,0,7,7,0,0,0,0,10,3,0,0,20,3,45,10,4,0,0,2,0,0,0,0,3,4,10,3,0,24,4,0,1,0,0,0,0,5,0,0,4,5,0,0,0,0,1,0,3,0,6,8,12,25,8,5,1,0,1,0,0,0,15,8,0,0,0,0,0,0,2,2,7,2,2,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,13,0,0,2,0,3,0,0,13,0,6,0,0,11,0,0,0,21,11,0,22,0,0,5,7,0,0,8,0,1,0,10,0,0,9,0,5,0,10,25,0,0,12,3,0,1,2,0,21,0,7,0,38,0,1,5,3,0,0,1,0,0,0,0,0,0,11,0,21,1,0,20,0,3,2,0,0,0,0,0,2,4,0,0,4,0,2,4,9,7,0,3,5,2,0,2,4,0,32,0,9,0,2,0,0,0,10,0,1,1,1,0,0,38,20,0,0,0,4,2,0,7,10,0,8,3,0,0,19,1,5,0,0,0,1,0,0,0,4,0,5,0,0,0,1,0,0,13,0,14,0,3,40,32,0,5,1,0,0,15,7,0,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,7,0,7,6,0,26,0,0,0,11,0,4,0,1,0,20,3,0,0,1,0,0,0,2,1,10,0,13,9,12,2,0,0,0,2,2,0,0,24,0,0,0,0,1,7,0,7,0,0,1,3,19,3,0,0,7,0,0,4,1,0,0,0,2,1,2,14,29,4,0,0,0,0,0,20,4,19,0,1,2,27,0,0,12,0,0,4,16,0,0,0,0,0,0,0,15,0,0,13,3,39,6,1,2,0,0,0,0,0,0,1478
Stratford,312,18,39,396,520,86,13,3,0,300,63,25,23,350,86,2261,413,347,17,66,22,32,13,28,70,161,439,413,85,96,461,160,16,28,327,229,14,17,129,0,354,25,29,18,17,15,7,7,75,106,0,158,185,777,2633,1672,247,84,11,6,37,6,51,493,235,3,0,10,8,31,8,63,0,86,46,46,33,8,38,22,162,98,17,5,0,114,100,68,28,48,92,214,32,0,48,175,24,64,19,136,33,32,212,199,39,7,15,175,25,244,12,16,326,0,20,14,450,252,11,853,39,86,51,263,280,0,87,44,49,13,121,46,12,202,51,79,6,210,571,19,68,73,336,0,599,84,18,253,58,92,27,36,18,20,20,43,2,15,6,9,11,23,40,422,17,116,15,970,27,5,613,55,77,412,0,16,12,14,7,152,83,5,165,48,55,59,16,37,54,102,56,14,17,55,0,26,63,840,20,176,54,65,59,316,31,269,93,465,0,284,0,215,2143,945,146,77,31,31,65,93,352,169,404,126,701,16,8,988,29,108,31,21,0,0,34,55,0,506,5,9,17,11,30,14,8,0,124,13,619,10,98,867,375,26,59,0,0,11,368,147,6,287,118,161,11,92,384,52,56,0,10,57,42,9,21,26,109,66,11,9,71,0,72,31,122,5,4,7,184,50,276,483,17,173,14,479,32,202,69,20,14,0,7,295,7,304,6,20,30,73,16,28,24,361,13,352,105,513,20,23,16,296,285,61,34,18,0,1538,860,6,5,0,70,0,261,5,5,34,85,497,103,8,208,460,24,12,33,42,29,18,37,35,250,37,317,658,152,0,0,59,0,0,435,39,634,11,10,14,26,88,12,119,0,4,1722,137,3,61,38,4,117,40,134,419,108,26,1187,26,79,78,14,70,40,19,53,0,17,170,59310
Stratford High Street,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,379
Stratford International,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,9,6,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,8,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1403,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,5,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2284
Sudbury Hill,0,0,10,7,7,0,13,0,0,8,3,1,0,15,4,45,8,0,0,7,1,0,0,0,0,4,0,10,3,0,19,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,29,9,5,0,1,0,0,0,2,14,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,11,0,1,2,0,3,4,0,9,0,7,0,0,11,0,0,0,15,9,0,18,0,6,0,6,0,0,7,0,0,0,9,0,1,7,0,0,0,8,25,0,0,12,0,0,0,0,0,31,0,0,0,0,0,0,0,19,0,2,0,1,1,3,0,0,1,9,0,18,0,2,19,4,2,0,0,0,2,2,1,0,4,2,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,24,3,9,4,2,0,0,3,10,0,0,0,0,0,0,35,22,0,0,0,0,2,0,8,0,0,0,3,0,2,18,0,4,0,3,0,0,0,0,3,5,0,0,4,0,10,3,0,0,8,0,12,2,0,34,21,13,5,0,0,0,14,7,0,0,0,0,2,0,0,4,0,0,1,0,6,8,0,0,5,9,2,0,0,0,0,2,0,2,0,4,6,0,7,0,0,0,1,0,0,11,0,0,3,0,20,19,0,0,0,0,0,0,0,2,1,10,0,14,6,12,3,0,0,0,0,2,0,0,25,0,0,0,11,0,4,0,7,0,0,2,4,17,3,0,0,8,0,0,6,1,0,0,0,0,2,11,15,30,4,0,0,0,0,0,16,0,20,2,0,0,0,16,0,10,0,0,0,9,2,0,4,0,0,3,0,15,0,0,12,2,0,6,1,2,4,0,0,0,0,0,1336
Sudbury Town,0,0,14,8,8,0,31,0,0,9,0,1,0,18,0,53,9,5,0,9,2,0,0,0,0,0,0,12,3,0,23,0,4,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,8,17,33,11,6,0,0,0,0,0,0,17,10,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,14,0,0,2,0,4,3,0,0,0,8,0,0,13,0,0,0,18,0,0,21,0,6,0,7,0,0,9,0,0,0,11,0,2,9,0,0,0,0,30,0,0,15,0,0,0,0,0,39,0,0,0,0,0,0,0,15,0,3,0,2,2,4,0,0,0,11,0,20,1,2,23,0,3,0,0,0,2,3,1,0,5,2,0,0,0,2,0,0,0,4,0,0,3,0,0,0,0,29,0,11,6,3,0,0,4,12,0,2,0,0,0,0,42,26,0,0,0,0,2,0,9,9,0,0,4,0,0,21,0,4,0,0,0,0,0,0,5,6,0,0,5,0,0,0,2,0,10,0,14,2,0,41,25,22,6,0,0,0,17,8,0,0,0,0,0,0,0,5,0,0,0,0,8,6,0,0,0,11,0,0,0,0,0,2,0,2,0,3,7,0,8,0,0,17,2,0,0,13,0,0,4,0,9,24,0,0,0,0,0,0,0,3,1,12,0,17,0,14,4,0,0,0,2,3,0,0,29,0,0,15,0,0,0,0,9,0,0,2,5,21,3,0,0,9,0,0,7,1,0,0,0,0,0,10,18,36,0,0,0,0,0,0,19,0,24,2,0,0,0,0,0,12,0,0,5,0,2,0,5,0,0,0,0,18,0,0,15,0,0,7,1,2,5,0,0,0,0,0,1499
Surrey Quays,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,10,5,15,0,2180,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,12,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,12,0,9,13,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,10,7,0,0,0,0,25,0,0,0,8,0,0,0,5,10,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,186,0,28,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,73,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,11,0,0,0,0,0,0,0,0,0,3440
Swiss Cottage,0,0,4,16,16,0,1,0,0,25,5,1,2,102,6,103,23,6,0,6,3,0,0,1,0,7,9,25,5,0,78,8,1,2,0,3,0,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,18,25,48,15,12,0,1,0,0,1,0,39,24,0,0,0,0,0,1,4,0,0,3,3,0,0,0,1,16,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,6,2,14,3,3,3,0,3,1,0,40,0,15,0,0,30,0,0,0,47,40,0,55,0,208,0,14,0,0,8,0,1,0,12,0,2,23,0,0,0,43,75,2,0,10,0,0,0,0,0,27,0,0,2,0,0,0,2,6,0,1,0,1,1,2,0,0,1,14,0,49,2,1,57,7,6,0,0,0,1,1,1,0,10,1,0,0,0,4,3,0,6,9,0,0,2,29,0,4,0,94,3,20,8,5,8,0,4,30,0,2,0,2,0,0,85,48,0,0,1,5,4,0,18,26,0,32,6,0,1,45,2,0,0,5,0,0,1,5,1,7,1,0,2,1,4,1,1,0,16,1,33,1,6,138,74,0,6,0,0,1,45,15,1,2,0,0,2,0,0,5,7,0,1,7,4,1,0,0,25,7,1,0,0,0,0,5,0,1,0,1,19,0,14,0,0,21,2,0,0,20,1,0,1,0,1,31,0,0,0,0,2,1,0,2,1,24,0,31,145,30,2,0,2,0,4,4,0,0,42,0,0,1,0,0,0,0,19,0,0,2,5,59,5,0,0,16,2,0,3,2,1,0,1,0,2,4,30,71,7,0,0,1,0,0,52,7,51,1,0,0,4,16,1,12,0,0,7,126,0,0,4,0,0,6,0,38,12,0,26,9,19,6,1,4,5,0,1,0,0,0,3531
Sydenham,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,16,0,27,0,280,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,24,21,0,14,17,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,18,45,0,0,0,0,28,0,0,0,0,0,0,0,0,17,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,103,0,52,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,22,0,0,0,0,0,0,0,0,0,1826
Temple,0,0,0,2,2,0,0,0,0,2,0,0,0,3,0,27,3,0,0,0,0,0,0,0,0,1,1,19,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,17,0,0,0,4,2,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,7,0,0,0,0,0,0,15,8,0,0,0,0,0,0,7,2,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,12,2,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,333
Theobalds Grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,122,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,523
Theydon Bois,0,0,0,6,6,0,0,0,0,5,0,0,0,8,0,34,6,5,0,0,0,0,0,0,0,3,4,7,0,0,10,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,12,30,12,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,0,4,1,0,2,0,0,0,0,4,0,4,0,0,6,0,0,10,9,5,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,12,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,1,0,0,5,0,3,0,4,0,0,29,16,0,0,5,0,0,0,0,4,0,0,4,0,0,14,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,10,0,0,18,9,0,0,0,0,0,8,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,2,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,7,3,8,0,0,0,0,2,0,0,0,39,0,0,0,0,0,0,0,5,0,0,0,2,10,0,0,0,6,0,0,0,0,0,0,0,0,2,0,8,14,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,0,0,0,0,3,0,0,0,673
