station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Edgware,0,0,5,21,21,0,0,0,0,28,11,0,2,40,8,130,28,10,0,8,0,0,0,0,18,9,13,28,7,0,57,10,0,3,0,4,12,0,12,0,5,0,0,0,0,108,0,0,8,0,0,0,32,36,74,24,15,0,0,0,0,0,11,42,23,0,0,0,0,0,0,6,0,0,4,4,0,0,113,2,16,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,0,17,4,5,4,0,5,0,0,20,0,18,0,0,31,0,0,0,58,0,0,64,6,0,0,19,0,0,11,0,1,0,15,26,0,25,0,0,0,24,66,2,0,9,0,0,0,0,1,31,19,0,4,0,0,0,0,0,0,2,0,0,1,3,48,0,3,15,0,60,4,0,59,7,7,0,0,0,1,2,1,0,10,0,0,0,0,5,0,0,0,17,0,0,2,0,0,0,0,91,0,21,7,6,7,0,4,29,0,4,0,4,0,0,110,58,0,0,0,0,5,0,21,21,0,15,10,0,0,56,3,16,0,0,0,0,1,7,0,12,0,0,0,1,0,0,0,0,16,1,41,0,8,106,44,0,7,0,0,0,40,16,0,3,0,0,0,0,0,6,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,22,0,0,0,22,0,0,2,0,0,35,0,0,0,0,3,2,0,4,2,28,0,34,0,35,3,0,0,0,6,5,0,0,68,0,0,0,0,0,0,0,21,0,0,3,9,55,8,1,0,22,4,0,4,4,0,0,0,0,4,0,35,71,10,0,0,0,0,0,57,0,55,0,0,0,0,0,0,15,0,0,11,0,0,0,5,0,0,5,0,40,14,0,37,0,0,10,2,6,5,0,0,0,3,0,3396
Edgware Road,0,0,2,9,8,0,1,0,0,18,3,1,1,229,3,59,14,2,0,5,5,0,0,0,3,3,4,15,2,0,76,4,1,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,11,12,21,6,7,0,0,0,0,0,3,26,18,0,0,0,0,2,0,2,0,0,2,1,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,12,2,1,1,0,2,0,0,0,0,9,0,0,21,0,0,0,34,43,0,36,1,9,0,8,0,0,6,0,0,0,10,2,1,17,0,0,0,56,59,1,0,4,0,0,0,0,0,20,2,0,1,3,0,0,1,1,0,0,0,0,0,1,1,0,0,14,0,30,1,0,41,7,4,0,0,0,0,0,0,0,7,0,0,0,0,2,2,0,5,5,0,1,1,4,0,5,0,78,1,14,10,3,0,0,5,23,0,1,0,1,0,0,49,27,0,0,0,8,2,0,10,22,0,183,3,0,0,26,1,7,0,1,0,0,0,3,0,3,0,0,1,0,1,0,0,0,20,0,20,0,3,133,418,1,4,0,0,0,36,9,0,1,0,0,0,0,0,3,8,0,0,7,3,0,0,0,33,3,0,0,0,0,0,13,0,0,0,0,14,0,7,0,0,19,2,0,0,12,0,0,1,0,0,20,0,0,0,0,1,0,0,1,1,15,0,19,18,18,1,0,1,0,2,2,0,1,18,0,0,0,0,0,9,0,13,0,0,1,2,48,2,0,0,9,1,0,2,1,0,0,0,0,1,1,17,48,3,0,0,0,0,0,40,16,33,0,0,0,1,4,1,9,0,0,3,12,0,0,3,0,0,10,0,25,9,0,13,2,6,3,1,2,5,0,0,0,0,0,2830
Edmonton Green,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,0,49,0,0,24,9,37,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,17,0,18,12,0,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,272,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,342,0,0,5,0,0,0,0,0,0,0,0,0,0,63,0,0,0,5,0,0,0,0,17,0,0,0,0,17,0,206,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,33,0,0,0,0,0,0,0,0,0,97,0,0,19,0,0,0,0,9,0,4,0,0,2080
Elephant & Castle,0,0,4,72,67,0,1,0,0,44,7,1,2,61,17,849,80,9,0,10,3,0,0,1,8,40,28,101,5,0,107,290,2,2,0,6,1,0,38,0,7,0,0,0,0,1,0,0,8,0,0,0,26,117,139,32,81,0,1,0,0,0,7,102,102,0,0,0,0,3,0,18,0,0,16,11,0,0,3,3,49,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,6,2,23,4,3,4,0,5,0,1,27,0,0,0,0,165,0,0,0,75,32,0,151,3,10,0,17,0,0,12,0,1,0,22,4,1,49,0,0,0,28,174,2,0,8,0,0,0,0,1,34,6,0,3,3,0,0,1,3,0,1,0,1,1,2,3,0,1,19,0,58,3,0,137,8,7,0,0,1,1,1,1,0,21,0,0,0,0,127,2,0,8,13,0,1,2,5,0,3,0,119,1,40,6,111,10,0,3,98,0,4,0,4,0,0,450,816,0,0,1,4,4,0,105,35,0,20,17,1,1,230,3,16,0,2,0,0,1,6,1,18,0,1,2,1,2,1,1,0,18,1,116,1,84,227,53,2,8,0,0,1,131,35,0,4,0,0,1,0,0,7,6,0,1,9,5,1,0,1,23,6,1,0,0,0,0,4,0,0,0,0,36,0,16,0,0,22,2,0,0,50,1,0,1,0,1,60,1,0,0,0,4,2,0,3,1,178,0,145,14,140,2,0,1,0,12,28,0,1,85,0,0,0,0,0,9,0,80,0,0,6,14,141,6,1,0,97,3,0,4,3,1,0,1,0,4,2,94,213,9,0,0,1,0,0,89,5,542,1,0,0,2,7,1,19,0,0,14,14,0,0,6,0,0,5,0,217,13,0,91,2,7,0,1,4,4,0,1,0,1,0,9317
Elm Park,0,0,0,0,21,0,0,0,0,17,0,2,0,23,7,112,21,66,0,5,0,0,0,16,5,9,15,23,0,0,31,9,0,0,0,7,0,0,9,0,9,0,0,0,1,0,0,0,5,0,0,0,12,41,110,49,13,0,0,0,0,0,0,28,15,0,0,0,0,3,0,5,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,63,51,0,0,2,0,0,0,0,6,2,11,0,0,18,0,3,0,0,12,0,14,0,0,20,0,0,1,28,16,0,45,0,6,0,14,0,0,7,0,2,0,9,0,0,13,0,0,0,13,38,0,0,6,0,0,0,0,0,21,4,0,2,0,0,0,0,4,0,1,0,0,1,2,3,0,2,9,0,0,0,0,37,4,5,0,0,82,1,1,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,49,0,12,4,4,4,0,0,17,0,7,0,7,0,0,97,50,0,0,2,0,4,0,18,12,0,9,15,0,0,47,3,7,0,2,0,0,0,5,0,21,0,0,0,1,3,0,0,0,9,0,32,0,6,57,27,0,5,0,0,0,24,10,0,8,0,0,0,0,0,4,0,0,0,4,4,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,11,0,24,0,0,14,0,0,0,14,2,0,0,0,0,22,0,0,0,0,3,3,0,2,0,21,0,23,8,27,0,0,0,0,8,4,0,0,133,0,0,0,0,0,5,0,15,0,0,0,7,31,11,1,0,21,0,0,3,0,43,44,11,0,13,4,23,44,16,0,0,2,0,0,28,0,38,0,0,0,0,7,0,9,0,0,26,10,0,0,3,0,0,3,0,26,9,0,42,2,0,7,0,5,3,0,3,0,0,0,2736
Elverson Road,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,45,2,0,0,0,0,0,0,115,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
Embankment,0,0,1,14,13,0,0,0,0,13,2,0,1,29,3,150,16,2,0,3,1,0,0,0,3,6,6,73,1,0,65,11,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,11,20,27,7,20,0,0,0,0,0,3,53,423,0,0,0,0,1,0,3,0,0,2,2,0,0,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,1,1,1,0,1,0,0,11,0,28,0,0,0,0,0,0,39,14,0,30,1,4,0,6,0,0,4,0,0,0,8,1,0,34,0,0,0,12,130,0,0,2,0,0,0,0,0,11,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,22,1,0,104,3,3,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,2,5,0,0,0,2,0,1,0,59,0,20,2,18,5,0,1,155,0,1,0,1,0,0,86,82,0,0,0,1,1,0,35,18,0,9,4,0,0,44,1,8,0,1,0,0,0,2,0,4,0,0,0,0,1,0,0,0,7,0,23,0,8,166,21,1,3,0,0,0,181,14,0,1,0,0,0,0,0,2,2,0,0,4,2,0,0,0,13,2,0,0,0,0,0,1,0,0,0,0,21,0,5,0,0,8,0,0,0,21,0,0,0,0,0,23,0,0,0,0,1,0,0,1,0,79,0,108,6,29,1,0,0,0,3,4,0,0,19,0,0,0,0,0,3,0,128,0,0,1,3,132,2,0,0,18,1,0,1,1,0,0,0,0,1,1,24,115,2,0,0,0,0,0,52,2,348,0,0,0,1,2,0,6,0,0,3,5,0,0,2,0,0,2,0,260,4,0,19,1,2,2,0,1,1,0,0,0,0,0,4062
Emerson Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Enfield Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,0,0,114,0,0,26,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,18,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,312,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,15,0,245,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,40,0,0,0,0,0,0,0,0,0,45,0,0,24,0,0,0,0,9,0,4,0,0,1803
Epping,0,0,4,22,24,0,0,0,0,20,6,0,2,29,8,127,24,20,3,7,0,0,0,2,6,10,17,26,0,0,37,10,0,0,0,6,1,0,12,0,8,0,0,0,6,0,0,0,6,0,0,0,15,45,113,45,0,0,0,0,0,0,4,33,17,0,0,2,0,0,0,6,0,0,4,4,0,0,4,0,12,0,0,0,0,0,0,0,2,4,0,0,34,0,0,0,0,8,0,13,4,3,9,0,4,0,0,15,0,17,1,0,23,0,0,0,33,19,2,52,4,0,0,18,0,0,9,0,4,0,11,0,0,16,0,0,1,16,45,2,0,8,0,0,0,0,4,26,5,0,3,0,0,0,0,5,0,0,0,0,2,3,4,0,0,11,0,54,3,0,43,5,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,2,5,0,3,0,59,0,15,5,5,5,0,3,20,0,11,0,14,0,0,109,58,0,0,18,0,5,0,0,14,0,11,16,0,0,53,0,8,0,0,0,0,4,6,0,21,0,0,0,0,0,0,0,0,12,0,36,0,8,68,33,0,6,0,0,1,28,13,0,6,0,0,0,0,0,6,5,0,0,5,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,14,0,22,0,0,17,0,0,0,17,6,0,0,0,0,27,0,0,0,0,3,10,0,0,3,24,0,27,9,31,0,0,0,0,9,5,0,0,151,0,0,0,0,0,7,0,18,0,20,3,9,37,0,0,0,24,0,0,0,3,3,0,2,0,8,5,28,53,0,0,0,4,0,0,33,0,45,0,0,0,3,10,1,12,0,0,23,13,0,0,4,0,0,0,0,31,11,0,46,0,8,9,0,6,0,0,11,0,0,0,2895
Euston,0,3,6,64,61,0,2,0,0,231,29,3,7,187,12,424,138,11,1,15,7,0,0,1,43,18,29,93,11,0,420,26,2,4,0,7,4,0,20,0,7,0,0,0,1,3,0,1,45,0,0,0,331,65,118,33,44,0,1,1,0,0,47,222,136,0,0,0,0,5,0,10,0,0,8,7,0,1,7,3,99,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,4,10,3,36,7,9,5,0,7,1,3,71,0,50,1,0,155,0,0,1,0,255,0,377,8,22,0,59,0,0,19,0,1,0,36,14,2,468,0,0,0,153,393,3,0,12,0,0,0,0,1,52,26,0,4,8,0,0,3,5,0,2,1,1,1,2,9,0,3,34,0,270,9,0,394,17,33,0,0,1,1,2,1,0,44,0,0,10,0,13,5,6,13,83,0,2,2,11,5,8,0,2245,3,78,13,20,28,0,7,209,0,5,0,5,0,0,389,159,0,0,1,8,13,0,61,113,0,58,18,3,0,223,3,396,0,3,0,0,1,10,1,17,0,1,2,1,4,1,0,0,42,1,180,1,19,1103,130,4,12,0,0,2,240,46,1,4,0,0,1,0,0,10,20,0,1,22,8,1,0,1,81,9,0,0,0,0,0,9,0,0,0,0,205,0,40,0,0,47,3,0,0,67,2,4,2,6,1,100,1,0,1,0,3,2,0,5,3,93,0,117,34,131,4,0,2,0,13,11,0,3,102,0,0,1,1,0,20,0,82,0,0,4,11,565,14,1,0,60,15,0,6,7,1,1,1,0,5,4,87,279,14,0,0,1,0,0,2550,12,216,0,1,2,5,12,2,29,0,1,16,29,0,0,9,0,0,10,0,158,25,0,90,5,19,11,2,10,8,0,2,0,3,0,17801
Euston Square,0,0,2,24,22,0,0,0,0,79,7,1,3,229,4,155,49,4,0,5,3,0,0,0,0,7,11,25,4,0,100,9,0,1,0,3,0,0,6,0,3,0,0,0,0,0,0,0,16,0,0,0,38,24,44,12,16,0,1,0,0,0,0,79,31,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,11,2,0,2,0,2,0,1,60,0,14,0,0,37,0,0,0,171,0,0,133,0,13,0,22,0,0,6,0,1,0,10,4,1,0,0,0,0,407,81,1,0,5,0,0,0,0,0,21,0,0,0,3,0,0,1,2,0,1,0,0,0,1,0,0,0,12,0,97,0,0,137,0,12,0,0,0,1,1,0,0,10,0,0,0,0,0,2,0,0,15,0,1,1,6,0,4,0,667,1,19,7,5,0,0,4,43,0,2,0,2,0,0,141,58,0,0,0,5,5,0,22,30,0,56,7,0,0,81,0,0,0,2,0,0,0,4,0,6,0,0,1,1,2,1,0,0,15,1,65,0,0,175,94,0,4,0,0,1,53,13,0,2,0,0,1,0,0,3,6,0,1,7,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,69,0,15,0,0,17,1,0,0,18,1,0,1,0,0,27,0,0,0,0,0,1,0,2,1,25,0,31,24,47,1,0,1,0,5,3,0,1,38,0,0,0,0,0,12,0,21,0,0,0,0,85,5,0,0,22,3,0,2,2,0,0,0,0,2,1,24,68,5,0,0,1,0,0,124,7,56,0,0,0,2,6,0,9,0,0,6,17,0,0,3,0,0,6,0,41,9,0,33,2,6,4,1,4,4,0,1,0,0,0,4920
Fairlop,0,0,0,7,8,0,0,0,0,7,2,0,1,9,0,43,8,7,27,2,0,0,0,0,0,3,6,9,0,0,12,3,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,5,15,40,17,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,3,0,1,0,0,5,0,5,0,0,7,0,0,1,11,6,0,17,0,2,0,6,0,0,3,0,8,0,3,0,0,5,0,0,5,5,14,1,0,0,0,0,0,0,51,8,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,18,0,0,14,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,19,0,5,0,2,2,0,0,6,0,5,0,7,0,0,37,19,0,0,2,1,0,0,0,4,0,3,6,1,0,18,0,3,0,0,0,0,19,2,0,7,0,0,0,0,1,0,0,0,3,0,12,0,2,21,10,0,0,0,0,0,9,4,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,2,0,0,0,0,8,0,0,0,0,1,4,0,0,0,8,0,9,3,10,0,0,0,0,3,2,0,0,62,0,0,0,0,0,0,0,6,0,0,1,3,12,0,0,0,8,0,0,0,1,1,0,0,0,3,1,9,17,0,0,0,3,0,0,10,0,14,0,0,0,1,3,0,3,0,0,9,0,0,0,0,0,0,0,0,10,3,0,16,1,0,3,0,0,0,0,5,0,0,0,996
